epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,2041.21,1.12389,1.34742,1.19184,0.68277,0.56079,0.58762,0.39191,1.32035,1.28463,1.13061,0.00128324,0.00128324,0.00128324
183,2053.05,1.07295,1.27937,1.16615,0.69747,0.57612,0.59306,0.41047,1.26683,1.3028,1.11837,0.00127928,0.00127928,0.00127928
184,2064.85,1.08523,1.31208,1.18469,0.69886,0.56517,0.56973,0.37449,1.33581,1.41626,1.1438,0.00127532,0.00127532,0.00127532
185,2076.56,1.09002,1.36584,1.17055,0.66943,0.58113,0.58891,0.39533,1.33494,1.33058,1.15227,0.00127136,0.00127136,0.00127136
186,2088.1,1.09335,1.28723,1.17398,0.65938,0.60241,0.5999,0.40227,1.28658,1.33528,1.1227,0.0012674,0.0012674,0.0012674
187,2099.71,1.09452,1.25896,1.18474,0.69255,0.56736,0.57669,0.38362,1.28207,1.32783,1.13608,0.00126344,0.00126344,0.00126344
188,2110.65,1.09172,1.37891,1.1732,0.67613,0.58765,0.59787,0.39078,1.34453,1.30445,1.14345,0.00125948,0.00125948,0.00125948
189,2121.36,1.10067,1.31514,1.19291,0.63237,0.60855,0.57811,0.37551,1.33449,1.33715,1.15109,0.00125552,0.00125552,0.00125552
190,2131.99,1.07675,1.32111,1.1697,0.70073,0.52464,0.56998,0.35695,1.46503,1.39761,1.20883,0.00125156,0.00125156,0.00125156
191,2142.78,1.07138,1.32492,1.16539,0.68344,0.57503,0.57266,0.32899,1.59932,1.36319,1.24348,0.0012476,0.0012476,0.0012476
192,2153.44,1.07251,1.19743,1.1649,0.68911,0.58379,0.57621,0.38488,1.32813,1.33363,1.15123,0.00124364,0.00124364,0.00124364
193,2164.33,1.07173,1.27318,1.16783,0.65577,0.58425,0.5694,0.35992,1.44275,1.35341,1.19421,0.00123968,0.00123968,0.00123968
194,2174.91,1.08616,1.31635,1.17276,0.67223,0.55641,0.563,0.41435,1.10017,1.36335,1.08029,0.00123572,0.00123572,0.00123572
195,2185.63,1.07693,1.35059,1.17146,0.66852,0.56079,0.57597,0.42927,1.08517,1.29349,1.08349,0.00123176,0.00123176,0.00123176
196,2196.71,1.06614,1.3082,1.16759,0.65704,0.59594,0.56726,0.40143,1.21742,1.33213,1.11954,0.0012278,0.0012278,0.0012278
197,2208.24,1.07377,1.27278,1.17374,0.66534,0.57487,0.57028,0.37113,1.33769,1.36471,1.15474,0.00122384,0.00122384,0.00122384
198,2219.45,1.06824,1.31938,1.15959,0.6877,0.55641,0.5835,0.38666,1.38973,1.39189,1.1878,0.00121988,0.00121988,0.00121988
199,2230.64,1.08832,1.39407,1.17509,0.66217,0.56846,0.56469,0.42441,1.0567,1.31692,1.07839,0.00121592,0.00121592,0.00121592
200,2242.06,1.039,1.28118,1.15658,0.66124,0.57393,0.56361,0.40886,1.15318,1.3165,1.11838,0.00121196,0.00121196,0.00121196
201,2253.05,1.07589,1.27726,1.16159,0.70888,0.51698,0.56423,0.39051,1.27162,1.37353,1.14322,0.001208,0.001208,0.001208
202,2264.42,1.05305,1.25595,1.1599,0.67379,0.57915,0.56572,0.40766,1.14268,1.31578,1.10027,0.00120404,0.00120404,0.00120404
203,2275.83,1.08108,1.3033,1.17627,0.67479,0.58634,0.58377,0.42645,1.10672,1.27623,1.08756,0.00120008,0.00120008,0.00120008
204,2286.89,1.06174,1.28502,1.16009,0.66939,0.57941,0.59464,0.44511,1.0194,1.2678,1.07142,0.00119612,0.00119612,0.00119612
205,2298.48,1.04371,1.26387,1.15275,0.66933,0.59418,0.57748,0.42049,1.10723,1.31573,1.09242,0.00119216,0.00119216,0.00119216
206,2309.6,1.08206,1.31499,1.17223,0.66377,0.54984,0.55217,0.39339,1.14395,1.35187,1.10785,0.0011882,0.0011882,0.0011882
207,2321.08,1.05819,1.28067,1.1499,0.67695,0.58756,0.58512,0.40158,1.21529,1.39064,1.11713,0.00118424,0.00118424,0.00118424
208,2332.45,1.02064,1.20757,1.13619,0.66081,0.59534,0.59826,0.43101,1.12682,1.25815,1.08274,0.00118028,0.00118028,0.00118028
209,2343.85,1.0568,1.28872,1.15683,0.65629,0.57612,0.57597,0.41957,1.11204,1.32255,1.09201,0.00117632,0.00117632,0.00117632
210,2355.16,1.08069,1.34131,1.17376,0.67831,0.58269,0.59585,0.39442,1.3266,1.31335,1.15165,0.00117236,0.00117236,0.00117236
211,2366,1.04906,1.21632,1.16054,0.68314,0.57381,0.59163,0.40307,1.26719,1.34866,1.1204,0.0011684,0.0011684,0.0011684
212,2377.4,1.07027,1.32908,1.14827,0.69937,0.56079,0.58457,0.33684,1.55503,1.37685,1.22653,0.00116444,0.00116444,0.00116444
213,2388.47,1.04099,1.21922,1.15517,0.67998,0.59584,0.60422,0.36624,1.47992,1.31225,1.18994,0.00116048,0.00116048,0.00116048
214,2399.47,1.08967,1.27986,1.16026,0.69578,0.56627,0.59445,0.42412,1.19468,1.29111,1.09842,0.00115652,0.00115652,0.00115652
215,2410.23,1.06174,1.28236,1.15891,0.68788,0.58174,0.59933,0.4414,1.10906,1.26495,1.07263,0.00115256,0.00115256,0.00115256
216,2421.23,1.04742,1.32634,1.15868,0.68352,0.58192,0.5843,0.40063,1.25226,1.33304,1.12227,0.0011486,0.0011486,0.0011486
217,2431.93,1.0504,1.21259,1.13413,0.6909,0.59146,0.60016,0.3895,1.39259,1.33659,1.15595,0.00114464,0.00114464,0.00114464
218,2442.9,1.03919,1.29131,1.14026,0.67834,0.5586,0.57058,0.40605,1.1787,1.3471,1.09588,0.00114068,0.00114068,0.00114068
219,2454.39,1.07055,1.28454,1.15498,0.64627,0.58817,0.58072,0.39891,1.25084,1.32917,1.11956,0.00113672,0.00113672,0.00113672
220,2465.85,1.02847,1.26244,1.14945,0.71031,0.54436,0.58454,0.42532,1.11769,1.27867,1.08419,0.00113276,0.00113276,0.00113276
221,2477,1.0518,1.23788,1.13883,0.67423,0.59036,0.59983,0.42577,1.17298,1.29146,1.09378,0.0011288,0.0011288,0.0011288
222,2488.29,1.05158,1.29209,1.16205,0.67084,0.59155,0.59486,0.4177,1.21168,1.29283,1.10274,0.00112484,0.00112484,0.00112484
223,2500.05,1.04422,1.17906,1.14522,0.70782,0.5572,0.57901,0.36243,1.43052,1.33911,1.16184,0.00112088,0.00112088,0.00112088
224,2511.01,1.04826,1.2494,1.14987,0.69188,0.55531,0.56349,0.39797,1.19078,1.40531,1.1071,0.00111692,0.00111692,0.00111692
225,2522.41,1.06104,1.35968,1.16208,0.69958,0.55602,0.58405,0.43093,1.08733,1.29295,1.06706,0.00111296,0.00111296,0.00111296
226,2533.44,1.02398,1.16108,1.13443,0.69984,0.56407,0.57501,0.41968,1.14718,1.34662,1.10115,0.001109,0.001109,0.001109
227,2544.56,1.04194,1.24749,1.15358,0.69567,0.56188,0.57974,0.37825,1.38408,1.31508,1.15852,0.00110504,0.00110504,0.00110504
228,2555.39,1.02634,1.26513,1.14444,0.67902,0.57831,0.59582,0.42408,1.18058,1.28761,1.08978,0.00110108,0.00110108,0.00110108
229,2566.2,0.99336,1.216,1.13762,0.66636,0.57612,0.60119,0.44918,1.07439,1.24053,1.064,0.00109712,0.00109712,0.00109712
230,2577.24,1.03068,1.24872,1.13534,0.6567,0.59922,0.60708,0.4317,1.20148,1.25726,1.08769,0.00109316,0.00109316,0.00109316
231,2588.9,1.04885,1.29211,1.1525,0.70698,0.55969,0.58665,0.41809,1.19275,1.35986,1.10494,0.0010892,0.0010892,0.0010892
232,2599.52,1.02599,1.16687,1.1498,0.68718,0.5805,0.59438,0.44067,1.07131,1.26508,1.06522,0.00108524,0.00108524,0.00108524
233,2610.39,1.04837,1.20822,1.15033,0.69808,0.54874,0.59914,0.45306,1.03483,1.29379,1.05462,0.00108128,0.00108128,0.00108128
234,2621.52,1.0305,1.20575,1.15201,0.69054,0.57065,0.5886,0.43674,1.05261,1.26952,1.06421,0.00107732,0.00107732,0.00107732
235,2632.79,1.02087,1.25145,1.14157,0.6717,0.57593,0.5755,0.39688,1.2331,1.33134,1.11024,0.00107336,0.00107336,0.00107336
236,2643.94,1.04111,1.26021,1.15889,0.68293,0.57941,0.58797,0.41642,1.19629,1.31384,1.10491,0.0010694,0.0010694,0.0010694
237,2654.72,1.04386,1.22232,1.14357,0.69871,0.55422,0.57758,0.43691,1.06171,1.3087,1.09119,0.00106544,0.00106544,0.00106544
238,2665.6,1.0416,1.25958,1.15635,0.67326,0.57174,0.5887,0.39979,1.28259,1.37799,1.13394,0.00106148,0.00106148,0.00106148
239,2676.68,1.04017,1.23742,1.13929,0.70867,0.52903,0.57246,0.37161,1.35936,1.39743,1.1537,0.00105752,0.00105752,0.00105752
240,2687.96,1.06179,1.29408,1.15735,0.69347,0.56736,0.57597,0.41904,1.10194,1.30994,1.06638,0.00105356,0.00105356,0.00105356
241,2699.18,1.01801,1.21231,1.12887,0.73806,0.54436,0.58151,0.42781,1.09613,1.23326,1.06469,0.0010496,0.0010496,0.0010496
242,2710.49,1.03272,1.1917,1.12705,0.67031,0.57941,0.59953,0.42904,1.16777,1.26052,1.07873,0.00104564,0.00104564,0.00104564
243,2721.11,1.02397,1.19922,1.12066,0.69914,0.57503,0.58757,0.38639,1.34256,1.30858,1.1221,0.00104168,0.00104168,0.00104168
244,2731.92,1.03024,1.20506,1.14244,0.73841,0.55344,0.58843,0.3999,1.26634,1.29727,1.09861,0.00103772,0.00103772,0.00103772
245,2742.8,0.99652,1.19673,1.11808,0.71116,0.56517,0.58604,0.43761,1.07408,1.27368,1.05962,0.00103376,0.00103376,0.00103376
246,2754.37,1.02354,1.23803,1.14745,0.66851,0.58598,0.57957,0.41998,1.14371,1.31145,1.0847,0.0010298,0.0010298,0.0010298
247,2765.54,1.00329,1.20222,1.13062,0.6871,0.57722,0.59855,0.40913,1.2626,1.29062,1.10294,0.00102584,0.00102584,0.00102584
248,2776.52,1.01119,1.21946,1.13218,0.68233,0.57403,0.58469,0.41365,1.1772,1.35524,1.07886,0.00102188,0.00102188,0.00102188
249,2788.03,1.03241,1.21167,1.14945,0.66112,0.57831,0.58662,0.4314,1.07569,1.30322,1.05499,0.00101792,0.00101792,0.00101792
250,2799.46,0.99779,1.26448,1.12481,0.74049,0.53756,0.59508,0.43633,1.13531,1.28941,1.08525,0.00101396,0.00101396,0.00101396
251,2810.62,1.07114,1.25854,1.16624,0.66122,0.57941,0.58656,0.4092,1.21504,1.32786,1.09839,0.00101,0.00101,0.00101
252,2821.64,1.02284,1.24651,1.14921,0.66107,0.58269,0.60301,0.45217,1.09117,1.27495,1.05963,0.00100604,0.00100604,0.00100604
253,2832.52,1.0414,1.21606,1.13462,0.67121,0.5805,0.6002,0.41925,1.2281,1.30603,1.10391,0.00100208,0.00100208,0.00100208
254,2843.48,1.01644,1.25619,1.13133,0.66791,0.60131,0.60788,0.42534,1.23908,1.2716,1.10966,0.00099812,0.00099812,0.00099812
255,2854.26,1.00934,1.17022,1.13457,0.65393,0.59693,0.5971,0.41646,1.24189,1.2952,1.10235,0.00099416,0.00099416,0.00099416
256,2864.9,1.02217,1.26677,1.14626,0.68016,0.59474,0.60174,0.39759,1.36171,1.28546,1.14322,0.0009902,0.0009902,0.0009902
257,2875.72,0.99639,1.13986,1.13331,0.69245,0.58446,0.60081,0.43594,1.1303,1.26663,1.07463,0.00098624,0.00098624,0.00098624
258,2886.32,1.06992,1.29923,1.16621,0.66959,0.58379,0.59084,0.42203,1.15847,1.30706,1.08243,0.00098228,0.00098228,0.00098228
259,2897.12,1.02943,1.22067,1.14105,0.71683,0.56846,0.60177,0.43381,1.18727,1.29743,1.1012,0.00097832,0.00097832,0.00097832
260,2907.88,1.03185,1.22302,1.14409,0.70398,0.55422,0.59621,0.43186,1.16336,1.28755,1.09803,0.00097436,0.00097436,0.00097436
261,2918.66,1.00018,1.24484,1.12882,0.67715,0.57174,0.58472,0.40829,1.23036,1.26712,1.10143,0.0009704,0.0009704,0.0009704
262,2929.7,1.01216,1.1653,1.13812,0.69289,0.58379,0.59558,0.43001,1.15038,1.25637,1.07028,0.00096644,0.00096644,0.00096644
263,2940.45,1.00434,1.15808,1.11643,0.66988,0.5912,0.59287,0.4214,1.18141,1.27516,1.09284,0.00096248,0.00096248,0.00096248
264,2951.23,1.0085,1.15053,1.10786,0.66628,0.6035,0.59593,0.41346,1.2626,1.29972,1.11774,0.00095852,0.00095852,0.00095852
265,2962.1,1.03386,1.28617,1.1456,0.72156,0.57065,0.59846,0.41916,1.23478,1.31736,1.11107,0.00095456,0.00095456,0.00095456
266,2973.02,1.00141,1.17888,1.13791,0.69845,0.58269,0.58858,0.39789,1.31496,1.35134,1.13708,0.0009506,0.0009506,0.0009506
267,2983.9,1.01182,1.19808,1.13352,0.66906,0.60452,0.5988,0.41947,1.23635,1.27032,1.114,0.00094664,0.00094664,0.00094664
268,2994.81,1.00089,1.11298,1.13087,0.6991,0.5805,0.59206,0.42696,1.1299,1.26705,1.07395,0.00094268,0.00094268,0.00094268
269,3005.93,0.99993,1.16667,1.11287,0.67515,0.58379,0.58194,0.41763,1.1896,1.31864,1.10828,0.00093872,0.00093872,0.00093872
270,3017.43,1.00845,1.17004,1.11838,0.67078,0.60022,0.59059,0.42106,1.18364,1.26831,1.10058,0.00093476,0.00093476,0.00093476
271,3028.25,1.00146,1.19024,1.12902,0.68813,0.57759,0.5887,0.4293,1.13391,1.27815,1.08232,0.0009308,0.0009308,0.0009308
272,3039.45,0.98086,1.14658,1.11586,0.7009,0.57941,0.60449,0.45729,1.07507,1.24926,1.06538,0.00092684,0.00092684,0.00092684
273,3050.49,1.01342,1.16475,1.13219,0.68147,0.58817,0.6024,0.46841,0.9953,1.20593,1.04448,0.00092288,0.00092288,0.00092288
274,3061.68,1.02603,1.28055,1.15707,0.63774,0.58708,0.57617,0.41134,1.18949,1.30625,1.10042,0.00091892,0.00091892,0.00091892
275,3072.6,0.99957,1.1357,1.11351,0.64422,0.57712,0.58107,0.42178,1.13053,1.2871,1.07842,0.00091496,0.00091496,0.00091496
276,3083.61,1.01066,1.18759,1.13662,0.66913,0.56706,0.58432,0.42807,1.12531,1.27484,1.07691,0.000911,0.000911,0.000911
277,3094.73,1.0006,1.18397,1.1303,0.61032,0.60898,0.57308,0.42694,1.09401,1.28712,1.07379,0.00090704,0.00090704,0.00090704
278,3106.33,1.01031,1.27182,1.1365,0.67219,0.59803,0.59805,0.41319,1.28605,1.28678,1.13077,0.00090308,0.00090308,0.00090308
279,3117.57,0.9845,1.16599,1.12131,0.6468,0.58167,0.58383,0.43952,1.04445,1.27139,1.06333,0.00089912,0.00089912,0.00089912
280,3128.77,0.98972,1.14265,1.11072,0.67739,0.55969,0.58078,0.43947,1.04222,1.28706,1.06616,0.00089516,0.00089516,0.00089516
281,3139.75,1.0022,1.1781,1.12524,0.68521,0.57612,0.59409,0.44016,1.10695,1.29031,1.07627,0.0008912,0.0008912,0.0008912
282,3151.07,0.98952,1.12121,1.11839,0.69199,0.56736,0.59877,0.44864,1.09368,1.26694,1.07403,0.00088724,0.00088724,0.00088724
283,3161.92,1.00668,1.22767,1.1245,0.69513,0.55641,0.58768,0.41776,1.2129,1.28998,1.1126,0.00088328,0.00088328,0.00088328
284,3172.63,0.9711,1.15859,1.11363,0.66469,0.57393,0.58709,0.41864,1.17626,1.29349,1.09667,0.00087932,0.00087932,0.00087932
285,3183.61,0.94866,1.1142,1.10144,0.68059,0.58579,0.59673,0.42665,1.17245,1.26467,1.09841,0.00087536,0.00087536,0.00087536
286,3194.52,1.00044,1.13654,1.1189,0.66705,0.6035,0.59431,0.43906,1.08617,1.27716,1.07141,0.0008714,0.0008714,0.0008714
287,3205.83,0.98954,1.17646,1.12102,0.69218,0.58126,0.6,0.45419,1.03076,1.21108,1.04652,0.00086744,0.00086744,0.00086744
288,3216.86,0.96197,1.14122,1.10547,0.707,0.56298,0.59331,0.45642,1.00009,1.19727,1.05018,0.00086348,0.00086348,0.00086348
289,3227.78,1.01768,1.17861,1.13613,0.69491,0.55312,0.58605,0.44353,1.02662,1.2512,1.04824,0.00085952,0.00085952,0.00085952
290,3238.99,0.99408,1.17789,1.11794,0.687,0.55531,0.58998,0.45031,0.99987,1.24429,1.04241,0.00085556,0.00085556,0.00085556
291,3250.07,1.00359,1.16581,1.1262,0.71233,0.57226,0.59841,0.43388,1.17403,1.23819,1.0854,0.0008516,0.0008516,0.0008516
292,3260.96,0.986,1.17075,1.11863,0.69914,0.58379,0.605,0.41251,1.29633,1.26936,1.1237,0.00084764,0.00084764,0.00084764
293,3271.81,0.99706,1.12519,1.11891,0.68284,0.57066,0.60108,0.4309,1.15768,1.23925,1.07841,0.00084368,0.00084368,0.00084368
294,3282.36,0.97295,1.09735,1.10503,0.66607,0.56585,0.592,0.4217,1.17734,1.25972,1.0861,0.00083972,0.00083972,0.00083972
295,3292.95,0.95219,1.11362,1.09579,0.67256,0.56736,0.58903,0.43565,1.10006,1.28657,1.06588,0.00083576,0.00083576,0.00083576
296,3303.36,0.99182,1.13981,1.12266,0.69386,0.54984,0.57422,0.41292,1.19268,1.3325,1.11502,0.0008318,0.0008318,0.0008318
297,3314.78,1.0015,1.11206,1.13302,0.68196,0.58011,0.58172,0.41941,1.17009,1.29519,1.09903,0.00082784,0.00082784,0.00082784
298,3325.6,1.00426,1.11795,1.11445,0.70417,0.56846,0.58001,0.39539,1.28868,1.31187,1.13291,0.00082388,0.00082388,0.00082388
299,3336.25,1.03475,1.21747,1.15839,0.67168,0.57941,0.57574,0.39749,1.26514,1.30389,1.12201,0.00081992,0.00081992,0.00081992
300,3347.48,0.99064,1.17756,1.12261,0.69486,0.57284,0.57757,0.3959,1.28482,1.29224,1.12914,0.00081596,0.00081596,0.00081596
301,3358.49,0.98959,1.14521,1.12957,0.68059,0.58817,0.5838,0.43132,1.11197,1.28857,1.07955,0.000812,0.000812,0.000812
302,3369.65,1.00483,1.17108,1.12581,0.68672,0.57862,0.58831,0.43552,1.11761,1.29294,1.09198,0.00080804,0.00080804,0.00080804
303,3380.98,0.97994,1.18676,1.10884,0.69798,0.56699,0.60011,0.4122,1.28444,1.36246,1.13508,0.00080408,0.00080408,0.00080408
304,3391.84,0.9742,1.12351,1.12478,0.67659,0.56627,0.57647,0.40276,1.25437,1.42388,1.12557,0.00080012,0.00080012,0.00080012
305,3402.7,0.96442,1.13111,1.09967,0.66617,0.57722,0.5817,0.41805,1.17494,1.34541,1.09666,0.00079616,0.00079616,0.00079616
306,3413.71,0.96795,1.1228,1.11582,0.70616,0.55093,0.59114,0.405,1.2604,1.3245,1.11388,0.0007922,0.0007922,0.0007922
307,3424.6,0.9584,1.10009,1.10898,0.68172,0.57174,0.589,0.42102,1.17272,1.29482,1.08545,0.00078824,0.00078824,0.00078824
308,3435.42,0.98399,1.1679,1.13015,0.66639,0.58414,0.58295,0.42077,1.16658,1.3183,1.09622,0.00078428,0.00078428,0.00078428
309,3446.65,0.96911,1.1114,1.10826,0.70253,0.55422,0.5834,0.43057,1.10646,1.31649,1.07582,0.00078032,0.00078032,0.00078032
310,3457.76,0.96366,1.17033,1.09903,0.69414,0.56298,0.58899,0.44047,1.0569,1.26042,1.05439,0.00077636,0.00077636,0.00077636
311,3468.59,0.96061,1.12525,1.11243,0.7014,0.57393,0.59171,0.43145,1.09891,1.29776,1.06131,0.0007724,0.0007724,0.0007724
312,3479.31,0.98165,1.17348,1.12451,0.69537,0.57754,0.58488,0.41051,1.18768,1.2988,1.08769,0.00076844,0.00076844,0.00076844
313,3490.73,0.97873,1.12471,1.12854,0.68542,0.58488,0.59468,0.43243,1.13108,1.25397,1.0797,0.00076448,0.00076448,0.00076448
314,3501.72,0.97084,1.17902,1.12671,0.64334,0.60258,0.59355,0.43959,1.08844,1.26028,1.06793,0.00076052,0.00076052,0.00076052
315,3512.92,0.98638,1.09868,1.12445,0.65271,0.59036,0.57577,0.41679,1.15108,1.30449,1.08951,0.00075656,0.00075656,0.00075656
316,3523.89,0.98213,1.18024,1.13848,0.67511,0.57809,0.57662,0.40032,1.24179,1.35037,1.11357,0.0007526,0.0007526,0.0007526
317,3534.93,0.97938,1.11854,1.12088,0.66472,0.59036,0.59256,0.41671,1.2196,1.30863,1.11259,0.00074864,0.00074864,0.00074864
318,3545.64,0.97139,1.10827,1.11183,0.67704,0.57403,0.59078,0.43038,1.14105,1.29671,1.09331,0.00074468,0.00074468,0.00074468
319,3556.36,0.94967,1.12616,1.10677,0.66707,0.5575,0.57666,0.42139,1.13587,1.32377,1.08393,0.00074072,0.00074072,0.00074072
320,3567.35,0.97476,1.14659,1.11398,0.68741,0.57941,0.5967,0.44501,1.09199,1.29362,1.07196,0.00073676,0.00073676,0.00073676
321,3578.07,0.96284,1.06071,1.10605,0.66668,0.59255,0.60067,0.44495,1.09039,1.2837,1.05919,0.0007328,0.0007328,0.0007328
322,3588.75,0.96104,1.16377,1.10961,0.67657,0.56407,0.59337,0.44283,1.07799,1.30345,1.06662,0.00072884,0.00072884,0.00072884
323,3599.55,0.96035,1.11135,1.11413,0.68855,0.57393,0.59911,0.43947,1.14642,1.30507,1.08384,0.00072488,0.00072488,0.00072488
324,3610.43,0.96187,1.16147,1.11993,0.66908,0.58708,0.59993,0.41921,1.25404,1.31123,1.11675,0.00072092,0.00072092,0.00072092
325,3621.75,0.98399,1.25032,1.12427,0.63787,0.58379,0.59401,0.41724,1.23436,1.33479,1.11139,0.00071696,0.00071696,0.00071696
326,3632.84,0.96505,1.0715,1.12254,0.65494,0.56079,0.59218,0.44823,1.03679,1.3232,1.05874,0.000713,0.000713,0.000713
327,3644,0.9426,1.02726,1.10492,0.64667,0.5633,0.59314,0.44705,1.01313,1.29446,1.03978,0.00070904,0.00070904,0.00070904
328,3655.04,0.95813,1.09017,1.10899,0.69181,0.54436,0.5905,0.43783,1.07638,1.31029,1.06423,0.00070508,0.00070508,0.00070508
329,3666.83,0.95909,1.10241,1.09759,0.65483,0.58817,0.59145,0.4293,1.11949,1.29529,1.0659,0.00070112,0.00070112,0.00070112
330,3678.37,0.98814,1.10309,1.12917,0.70927,0.54765,0.5938,0.43152,1.15189,1.32048,1.0822,0.00069716,0.00069716,0.00069716
331,3689.66,0.97242,1.11505,1.11011,0.67525,0.5648,0.60227,0.44529,1.09923,1.30071,1.06933,0.0006932,0.0006932,0.0006932
332,3700.55,0.95518,1.10925,1.09865,0.66786,0.57503,0.59037,0.43416,1.08465,1.3218,1.06669,0.00068924,0.00068924,0.00068924
333,3711.46,0.93781,1.06347,1.08237,0.70128,0.56517,0.58783,0.431,1.10652,1.34912,1.0701,0.00068528,0.00068528,0.00068528
334,3722.09,0.93861,1.08877,1.09469,0.68043,0.5816,0.59025,0.44161,1.0751,1.29057,1.05695,0.00068132,0.00068132,0.00068132
335,3732.89,0.95116,1.04665,1.1011,0.65485,0.58598,0.58746,0.43554,1.09106,1.3006,1.06163,0.00067736,0.00067736,0.00067736
336,3744.02,0.94779,1.06325,1.09213,0.63274,0.5982,0.59816,0.4457,1.05973,1.28678,1.05406,0.0006734,0.0006734,0.0006734
337,3755.19,0.96502,1.06946,1.10325,0.62666,0.58095,0.5923,0.42807,1.15753,1.28205,1.07645,0.00066944,0.00066944,0.00066944
338,3766.4,0.94508,1.06582,1.10143,0.67168,0.57065,0.59645,0.45122,1.0469,1.25088,1.05038,0.00066548,0.00066548,0.00066548
339,3777.4,0.97411,1.13173,1.10614,0.6587,0.57075,0.57888,0.42162,1.12158,1.32359,1.07689,0.00066152,0.00066152,0.00066152
340,3788.17,0.95246,1.06102,1.09302,0.6392,0.54874,0.56587,0.40091,1.18635,1.38867,1.09763,0.00065756,0.00065756,0.00065756
341,3799.01,0.94079,1.05651,1.08319,0.63081,0.57078,0.56455,0.40608,1.15075,1.36851,1.08627,0.0006536,0.0006536,0.0006536
342,3810.29,0.97702,1.11737,1.11984,0.64985,0.57722,0.58558,0.42919,1.11384,1.32153,1.07804,0.00064964,0.00064964,0.00064964
343,3821.01,0.95561,1.05503,1.08922,0.64277,0.5932,0.59314,0.43025,1.11788,1.27177,1.0676,0.00064568,0.00064568,0.00064568
344,3831.77,0.95918,1.09671,1.10263,0.6638,0.60118,0.60209,0.44055,1.08204,1.25484,1.05173,0.00064172,0.00064172,0.00064172
345,3842.8,0.9548,1.0339,1.10196,0.67655,0.58419,0.60172,0.44701,1.07071,1.30138,1.05442,0.00063776,0.00063776,0.00063776
346,3853.87,0.93649,1.01124,1.09845,0.70066,0.54874,0.59524,0.45068,1.04631,1.32969,1.05122,0.0006338,0.0006338,0.0006338
347,3864.33,0.91519,1.04962,1.09354,0.69522,0.53888,0.5912,0.44086,1.08667,1.33308,1.06546,0.00062984,0.00062984,0.00062984
348,3875.81,0.93825,1.05107,1.09087,0.62096,0.57722,0.58836,0.41683,1.20879,1.34298,1.09975,0.00062588,0.00062588,0.00062588
349,3887,0.93356,1.12787,1.09007,0.60081,0.58357,0.5797,0.42428,1.11863,1.32924,1.06603,0.00062192,0.00062192,0.00062192
350,3898.04,0.93322,1.08473,1.08461,0.64333,0.5749,0.5827,0.41619,1.1653,1.34185,1.08088,0.00061796,0.00061796,0.00061796
351,3909.06,0.94551,1.06811,1.10143,0.64894,0.56627,0.57703,0.42573,1.10272,1.37156,1.06956,0.000614,0.000614,0.000614
352,3920.63,0.92562,1.03243,1.08201,0.6659,0.56298,0.57782,0.44486,1.01964,1.34189,1.05035,0.00061004,0.00061004,0.00061004
353,3931.97,0.97091,1.12494,1.11301,0.63766,0.55312,0.57131,0.40673,1.17952,1.35607,1.08461,0.00060608,0.00060608,0.00060608
354,3943.43,0.94172,1.03009,1.10277,0.67002,0.57503,0.59534,0.43055,1.16463,1.31862,1.07895,0.00060212,0.00060212,0.00060212
355,3954.9,0.92339,1.05379,1.0857,0.64597,0.59146,0.59486,0.42355,1.19861,1.32164,1.08806,0.00059816,0.00059816,0.00059816
356,3965.96,0.94231,0.99888,1.08309,0.65402,0.56846,0.59439,0.4172,1.21371,1.32121,1.08425,0.0005942,0.0005942,0.0005942
357,3977.19,0.94864,1.03513,1.09397,0.6647,0.57323,0.59225,0.43523,1.1202,1.32006,1.06453,0.00059024,0.00059024,0.00059024
358,3988.34,0.93657,1.07294,1.08855,0.636,0.59255,0.59307,0.44487,1.09006,1.29725,1.06166,0.00058628,0.00058628,0.00058628
359,3999.93,0.92471,1.00087,1.07519,0.65358,0.57722,0.59445,0.44159,1.09328,1.28671,1.05588,0.00058232,0.00058232,0.00058232
360,4012.13,0.94975,1.06196,1.10873,0.62807,0.57707,0.58911,0.44005,1.07967,1.30626,1.05287,0.00057836,0.00057836,0.00057836
361,4023.21,0.93629,1.02896,1.09897,0.63319,0.55531,0.5751,0.43961,1.03351,1.34209,1.046,0.0005744,0.0005744,0.0005744
362,4034.4,0.94117,1.0462,1.08663,0.6476,0.54345,0.57436,0.42813,1.09158,1.35305,1.06765,0.00057044,0.00057044,0.00057044
363,4045.75,0.94131,1.06945,1.09598,0.66016,0.54545,0.58196,0.43542,1.06636,1.30535,1.05359,0.00056648,0.00056648,0.00056648
364,4056.94,0.93451,1.03212,1.08872,0.68038,0.53779,0.58007,0.42804,1.10196,1.31188,1.06125,0.00056252,0.00056252,0.00056252
365,4068.32,0.96086,1.07176,1.10589,0.66812,0.54765,0.58417,0.43951,1.03004,1.30413,1.04445,0.00055856,0.00055856,0.00055856
366,4079.48,0.92375,1.11048,1.09394,0.61194,0.60241,0.5881,0.42754,1.13142,1.30728,1.07054,0.0005546,0.0005546,0.0005546
